Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Workout_Frequency (days/week),Experience_Level,BMI,Calories,Burns Calories (per 30 min),cal_from_macros,pct_HRR,pct_maxHR,lean_mass_kg,expected_burn
33.19,Male,58.99,1.53,179.93,125.42,50.14,1.84,1915.07,Cardio,24.74755111,5.01,3.01,25.2,1743,356.79,2079.66,0.580013869,0.697048852,44.3914196,1312.9872
38.99,Male,64.71,1.69,189.77,148.63,58.41,1.25,1348.88,Strength,23.77132436,3.98,1.99,22.66,1648,251.01,2478.92,0.68681486,0.783211256,49.32757601,627.525
47.5,Male,94.06,1.7,188.49,140.29,64.11,1.02,1346.4,HIIT,28.33773498,3,2,32.55,2318,346.3,2269.84,0.61247789,0.744283516,67.40552647,706.452
37.43,Male,73.72,1.74,187.83,140.86,65.23,1.04,1373.94,HIIT,27.34885151,2.97,2.01,24.35,1922,333.19,2414,0.616884176,0.74993345,53.55842667,693.0352
44.82,Female,41.23,1.58,194.97,168.16,71.06,1.47,1455.3,Strength,16.71560604,1.97,1,16.52,1158,337.07,1755.34,0.783633282,0.862491665,34.33815563,990.9858
54.73,Male,86.45,1.77,175.86,156.68,60.8,0.99,1069.2,Strength,29.78852916,2.97,2,27.59,2243,338.27,2035.21,0.833304363,0.890935972,60.69781654,669.7746
48.69,Female,71.79,1.64,178.86,153.97,60.21,1.46,1928.81,HIIT,27.34346655,3.99,2.01,26.69,2038,345.35,1401.58,0.790223346,0.860840881,52.16012536,1008.422
21.22,Male,93.32,1.73,186.23,146.04,71.75,0.99,979.21,Strength,32.63802445,2.01,1,31.18,2438,364.27,2043.96,0.648934312,0.784191591,62.86219559,721.2546
42.37,Male,64.33,1.71,172.66,169.36,62.06,1.42,1020.7,Yoga,24.17559629,2.99,1.98,22,1629,269.23,2395.26,0.970162749,0.980887293,48.77783891,764.6132
49.15,Male,78.21,1.61,159.97,158.01,50,1.03,740.36,Yoga,31.20829083,2.99,1.98,30.17,2091,351.63,1597.05,0.982176957,0.987747703,53.80199574,724.3578
19.83,Male,92.62,1.94,175.65,131.15,70.82,1.14,1092.58,Cardio,26.86969782,3.02,1.98,24.61,2480,349.62,2150.29,0.575503196,0.74665528,67.73328588,797.1336
29.01,Female,85.22,1.72,186.46,139.83,50.99,1.79,2561.67,HIIT,27.37065397,4.01,3.01,28.81,2266,359.59,3444.04,0.65579095,0.749919554,61.89472869,1287.3322
27.4,Female,63.9,1.52,195.05,120.08,59.93,1.19,857.51,Yoga,28.17695173,3.99,2.01,27.66,1892,338.17,1621.18,0.445159858,0.615637016,45.89492785,804.8446
44.17,Female,70.25,1.75,192.04,154.75,68.83,1.02,1234.2,HIIT,22.19234241,2.97,1,22.94,1799,348.69,1818.87,0.697345995,0.805821704,54.65987945,711.3276
39.89,Male,57.67,1.69,184.05,156.5,53.13,1.18,849.6,Yoga,22.31098811,4.01,2,20.19,1622,350.14,1802.77,0.789566147,0.850312415,44.80325315,826.3304
43.3,Male,53.86,1.72,172.87,159.87,70.75,1.03,740.36,Yoga,20.78379424,3.99,1.98,18.21,1446,328.66,1918,0.872698786,0.924798982,42.66584842,677.0396
54.93,Female,70.95,1.62,166.29,162.43,68.1,0.55,362.67,Yoga,24.87069362,2.99,1,27.03,1823,345.46,1739.89,0.960688461,0.97678754,53.30424288,380.006
23.11,Female,81.7,1.85,193.96,149.42,74.1,1.59,1242.11,Yoga,25.59202725,4,3.02,23.87,2256,353.69,1539.71,0.6283998,0.770365024,60.79131374,1124.7342
19.26,Female,94.85,1.85,190.17,143.1,50.05,1.21,1597.2,HIIT,26.36096918,4.02,2,27.71,2560,359.63,2380.13,0.664073651,0.752484619,69.84662073,870.3046
49.89,Female,70.39,1.72,198.11,134.95,65.98,1.24,1340.32,Strength,26.9493876,4,2.01,23.79,1831,364.52,1981.33,0.521985923,0.681187219,51.42032607,904.0096
23,Male,83.07,1.8,185.11,161.58,56.1,0.69,834.9,HIIT,26.77179165,2.99,1,25.64,2262,355.54,1759.16,0.817611038,0.872886392,60.83067267,490.6452
38.2,Male,56.38,1.61,179.69,142.45,52.78,1.2,863.28,Yoga,23.46053608,4.03,1.99,21.75,1575,331.45,1532.39,0.706563707,0.792754188,43.15294976,795.48
48.76,Male,81.62,1.83,166.79,124.72,72.98,1.98,1543.21,Yoga,23.96132861,5.04,2.99,24.37,2347,359.02,1480.34,0.551540348,0.747766653,62.06276359,1421.7192
23.05,Male,83.36,1.99,179.44,129.7,71.33,1.78,1387.33,Yoga,23.17455199,3.98,2.99,21.05,2243,346.71,1411.01,0.539913052,0.72280428,64.04169346,1234.2876
50.24,Female,50.7,1.69,162.08,155.73,60.12,1.3,858,Yoga,19.17924396,1.97,1,17.75,1468,354.91,2106.64,0.937720675,0.960821816,40.97612331,922.766
50.1,Male,73.79,1.55,182.96,144.5,74.05,0.9,891.81,Strength,28.40741553,3.03,1.01,30.71,1947,344.05,1543.35,0.646864383,0.789790118,52.82816808,619.29
47.12,Female,73.92,1.8,172.63,139.94,50.16,1.35,890.19,Yoga,22.36501364,2.99,1,22.81,2145,340.07,1406.6,0.733077488,0.810635463,57.38778192,918.189
34.21,Male,125.09,1.63,160.97,136.12,65.9,1.41,1861.2,HIIT,35,2.99,2,47.08,3188,346.32,1646.41,0.738613653,0.845623408,81.3085,976.6224
50.42,Male,44.8,1.67,162.71,158.22,62.05,1.37,984.76,Yoga,21.95241539,3.99,1.98,16.06,1331,352.87,1943.78,0.955394397,0.972404892,34.96531791,966.8638
35.93,Female,95.96,1.86,192.99,129.05,65.08,1.37,1202.31,Cardio,27.83489866,3,1,27.74,2528,345.02,2511.11,0.50011727,0.668687497,69.24963125,945.3548
41.91,Female,59,1.74,195.29,140.8,51.66,1.78,2084.2,Strength,20.96185912,5.01,3.01,19.49,1864,364.92,1610.86,0.620622433,0.720979057,46.63250312,1299.1152
18.48,Male,52.61,1.74,186.96,165.24,58.13,1.2,1056,Cardio,21.93949626,1.99,1,17.38,1600,332.09,2382.16,0.831405728,0.883825417,41.06763102,797.016
24.16,Male,63.41,1.79,179.62,135.08,58.72,1.42,1871.28,HIIT,20.83092182,4.03,1.98,19.79,1873,358.82,2429.58,0.631596361,0.752032068,50.20111248,1019.0488
23.45,Female,44.17,1.62,196.01,121.69,58.35,0.58,382.45,Yoga,17.38824058,1.99,1,16.83,1291,347.22,2075.72,0.460119134,0.620835672,36.48961414,402.7752
53.83,Female,64.57,1.53,170.78,119.9,57.83,1.73,1348.36,Yoga,29.64547091,3.98,2.99,27.58,1715,364.85,1770.51,0.549535193,0.702072842,45.42791943,1262.381
33.88,Male,115.3,1.81,180.51,167.58,67.2,1.37,1353.83,Strength,35,2.01,1,35.19,2908,348.81,1855.71,0.885888271,0.928369619,74.945,955.7394
39.38,Male,55.96,1.71,183.51,148.56,59.1,1.95,2031.12,Cardio,23.78225627,4.99,3.02,19.14,1572,340.73,1628.24,0.719074029,0.809547164,42.65144939,1328.847
55.78,Female,125.47,1.86,196.74,129.08,64.02,1,720,Yoga,34.44673185,3,2,36.27,3282,366.72,2388.04,0.490204943,0.656094338,82.24968554,733.44
36.7,Female,53.28,1.71,183.96,155.72,50.05,1.12,1207.58,Strength,19.94449654,3.96,1.98,18.22,1524,347.69,1964.01,0.78911209,0.846488367,42.65357224,778.8256
48.67,Female,44.84,1.74,163.99,155.79,72.91,1.24,1192.38,Cardio,15.46475173,2.98,2.02,14.81,1366,331.95,1776.97,0.909969258,0.949996951,37.90560532,823.236
21.12,Male,54.84,1.78,172.56,138.08,71.26,0.56,370.27,Yoga,23.01331802,1.99,1.02,17.31,1556,340.2,1646.78,0.659624877,0.800185443,42.2194964,381.024
53.61,Male,75.91,1.62,179.86,155.22,52.08,1.41,1353.6,Cardio,33.89261347,4.02,2,28.92,2147,368.11,1913.56,0.807168571,0.863004559,50.18211711,1038.0702
57.64,Female,74.9,1.75,193.42,137.17,57.84,1.1,1326.16,HIIT,21.66261182,2.01,1,24.46,2031,332.8,1578.29,0.585115799,0.709182091,58.67470375,732.16
40.59,Female,76.96,1.79,171.98,132.12,55.95,1.41,1015.2,Yoga,25.38954392,3.97,2,24.02,1953,332.94,2337.15,0.656468155,0.768228864,57.420207,938.8908
28.9,Male,121.81,1.87,188.02,130.29,51.98,1.31,1729.2,HIIT,35,3.99,2,34.83,3269,363.41,1998.11,0.575639518,0.692958196,79.1765,952.1342
51.44,Female,44.71,1.62,178.93,121.48,61.03,1.4,922.32,Yoga,20.22132273,2.99,1,17.04,1405,330.59,1911.72,0.512722646,0.678924719,35.66904661,925.652
27.33,Female,60.8,1.8,169.16,143.47,71.51,1.48,1795.68,HIIT,22.88764537,1.96,1.03,18.77,1750,367.96,2146.99,0.736917563,0.848131946,46.88431162,1089.1616
43.2,Female,42.26,1.66,173.39,133.67,52.77,0.73,642.4,Cardio,17.96427088,2.01,1,15.34,1125,335.47,2680.99,0.670701376,0.770921045,34.66829912,489.7862
29.02,Female,58.26,1.61,198.4,121.91,72.12,1.19,1283.06,Strength,24.24326296,3.02,1.98,22.48,1627,349.61,1748.79,0.394282547,0.614465726,44.135875,832.0718
38.06,Male,81.25,1.71,186.83,147.83,57.92,1.52,2170.26,HIIT,29.2606505,4.99,2.98,27.79,2309,139.44,1636.85,0.697463347,0.791254081,57.47572147,423.8976
22.89,Female,64.69,1.62,192.03,155.6,58.97,1.39,1836.33,HIIT,24.64939524,2.99,2.01,24.65,1742,360.85,1660.28,0.726213738,0.810290059,48.74430622,1003.163
44.86,Male,77.92,1.96,165.75,166.64,61.79,1.29,1562.32,HIIT,23.94194485,2.98,1.01,20.28,2184,354.93,1770.63,1.008560985,1.005369532,59.26443657,915.7194
25.1,Female,41.65,1.67,185.91,137.92,70.94,1.03,740.98,Yoga,19.37508003,2.99,1.99,14.93,1225,362.13,2384.45,0.582586762,0.741864343,33.58027917,745.9878
24.97,Male,64.35,1.68,198.12,165.22,67.09,0.95,1150.54,HIIT,25.96305463,2.01,1.01,22.8,1810,333.44,2446.84,0.748912463,0.833939027,47.64277435,633.536
53.86,Male,87.16,1.76,188.99,157.68,68.19,1.49,1426.82,Cardio,31.26002136,3.04,1.97,28.14,2320,337.01,2373.14,0.740811258,0.834329859,59.91376539,1004.2898
33.76,Male,112.4,1.85,162.29,134.06,65.95,1.17,1544.4,HIIT,32.42163847,4,2,32.84,3009,350.63,2255.84,0.706975296,0.826052129,75.95807835,820.4742
46.19,Male,48.32,1.72,171.13,147.28,57.15,1.41,1238.54,Cardio,18.8296442,2.97,1,16.33,1461,326.94,1919.06,0.790752764,0.860632268,39.22151592,921.9708
21.88,Female,42.93,1.56,174.16,132.03,65.86,1.46,1928.81,HIIT,17.99328905,3.02,2.01,17.64,1330,331.06,2469.24,0.610987996,0.758096004,35.20548101,966.6952
46.96,Female,42.99,1.62,179.12,132.07,63.96,0.5,440.4,Cardio,23.14744691,3,1.01,16.38,1279,329.2,2788.72,0.591437999,0.737326932,33.03891257,329.2
30.87,Male,63.22,1.64,184.11,125.18,51.01,1.54,2202.2,HIIT,25.28497268,4.02,3,23.51,1864,365.52,2120.93,0.557250188,0.679919613,47.23484027,1125.8016
34.75,Female,85.43,1.85,185.21,134.74,54.83,1.78,2541.48,HIIT,27.86273718,5.04,2.98,24.96,2241,356.55,1313.33,0.612900752,0.727498515,61.62686362,1269.318
32.59,Male,104.71,1.67,183.9,143.31,71.8,0.57,690.33,HIIT,35,3.02,1.01,37.55,2874,361.89,1734.15,0.637912578,0.779282219,68.0615,412.5546
27.55,Male,121.97,1.94,184.78,126.48,52.06,1.03,989.62,Cardio,32.21274211,3.99,2.01,32.41,3165,249.98,2559.76,0.560729355,0.684489663,82.68011844,514.9588
32.06,Male,89.72,1.92,199.04,167.84,66.67,1.93,2007.2,Cardio,24.81534334,4.01,3,24.34,2418,336.75,2692.32,0.764297046,0.843247588,67.45567396,1299.855
21.14,Male,50.88,1.71,174.1,132.14,72.86,1.06,1144.8,Strength,16.75056703,2.98,2,17.4,1442,337.9,2469.75,0.585539313,0.758989087,42.3573115,716.348
47.99,Male,56.96,1.51,185.07,125.93,51.85,1.37,1808.4,HIIT,25.56369923,3.99,2,24.98,1609,330.8,1728.79,0.556072662,0.680445237,42.39891692,906.392
32.14,Female,67.73,1.66,167.18,122.07,54.13,1.1,790.68,Yoga,29.16192987,3.98,1.98,24.58,1996,275.93,1983.27,0.600973021,0.730171073,47.9786249,607.046
45.83,Male,56.1,1.6,185.19,143.2,65.05,0.88,1065.77,HIIT,22.93706481,2.97,1.01,21.91,1541,349.57,2026.15,0.650491094,0.773259895,43.23230664,615.2432
51.8,Female,86.3,1.74,182.21,145.47,55.91,1.84,2149.49,Strength,29.69599324,4.02,2.98,28.5,2320,338.88,2034.91,0.709105305,0.798364524,60.67235783,1247.0784
21.15,Female,101.31,1.95,171.03,131.2,68.97,0.98,863.18,Cardio,26.37382086,2.98,1.01,26.64,2606,370.82,1443.72,0.609739369,0.76711688,74.59068209,726.8072
41.69,Female,46.55,1.77,184.12,139.07,62.89,0.61,537.78,Cardio,15.59307071,2,1.02,14.86,1183,328.03,2465.63,0.628392312,0.755322616,39.29142559,400.1966
48.01,Male,74.16,1.61,172.19,120.72,63.01,1.34,1286.4,Cardio,28.93030327,4,2,28.61,2046,349.9,1705.65,0.528576662,0.70108601,52.70528709,937.732
30.53,Male,60.95,1.77,187.28,126.86,56.07,1.72,2015.5,Strength,22.68362667,3.99,3.02,19.45,1758,360.53,2083.88,0.539516805,0.677381461,47.12432954,1240.2232
31.28,Female,48.02,1.65,162.93,165.56,59.93,1.1,1329.79,HIIT,20.87763511,2.03,1,17.64,1294,334.46,1954.57,1.025533981,1.016141901,37.99455962,735.812
40.18,Male,106.11,1.65,161.9,162.26,74.16,1.32,1425.6,Strength,35,4.02,2,38.98,2813,354.98,1958.81,1.004103032,1.002223595,68.9715,937.1472
52.5,Female,61.57,1.69,159.92,151.69,62.99,1.81,2582.33,HIIT,22.81303402,3.99,2.97,21.56,1685,335.07,2914.91,0.915093366,0.948536768,47.52401496,1212.9534
19.95,Male,55,1.6,172.09,168.45,66.99,1.11,1199.8,Strength,21.22788782,3.99,2.01,21.48,1704,363.6,2584.75,0.965366318,0.978848277,43.3246617,807.192
41.11,Male,51.5,1.8,166,125.97,60.24,1.09,785.45,Yoga,21.93975716,3.97,2.01,15.9,1289,360.23,1780.5,0.621501513,0.758855422,40.20102506,785.3014
51.82,Female,79.82,1.51,190.1,142.1,54,0.75,495,Yoga,35,2.99,1,35.01,2124,340.35,1440.31,0.647318148,0.747501315,51.883,510.525
58,Female,108.79,1.75,180.82,168.17,54.11,1.01,999.9,Strength,32.91466094,1.99,1,35.52,2754,374.88,3213.08,0.900165733,0.930040925,72.98214036,757.2576
38.77,Male,45.75,1.79,187.92,157.93,67.74,0.64,634.18,Strength,18.04971194,3,1.01,14.28,1340,239.39,2592.24,0.750457647,0.840410813,37.49225679,306.4192
45.98,Female,44.3,1.77,185.15,162.3,57.95,1.48,1067.38,Yoga,15.30060851,2.99,2.02,14.14,1216,341.21,1906.04,0.820361635,0.876586551,37.52183043,1009.9816
30.44,Male,113.85,1.91,177.17,137.24,53.84,1.27,1252.73,Strength,32.38075788,3,1,31.21,3002,366.56,1852.46,0.676234493,0.774623243,76.98450715,931.0624
20.42,Female,55.66,1.6,172.5,167.78,67.25,1.13,1217.35,Strength,25.22272147,4.01,1.97,21.74,1607,364.41,2585.19,0.955154394,0.972637681,41.62103323,823.5666
19.86,Female,63.69,1.78,187.98,136.84,60.9,1.72,1342.63,Yoga,21.3364101,3.98,3.01,20.1,1775,364.67,2154.54,0.59757633,0.727949782,50.10084041,1254.4648
41.97,Male,85.05,1.81,189.1,151.33,65.14,1.55,1608.28,Cardio,27.61088862,5.02,2.97,25.96,2327,357.47,2239.02,0.695304937,0.80026441,61.56693923,1108.157
56.08,Male,125.34,1.86,196.83,128.94,64.01,1,718.2,Yoga,34.0574981,2.99,1.97,36.23,3321,364.82,2395.36,0.4888571,0.655083067,82.65233189,729.64
26.39,Female,76.84,1.79,177.08,156.49,73.04,1.17,841.7,Yoga,24.85016339,3.02,1.99,23.98,2052,339.59,1565.56,0.802095348,0.88372487,57.74513445,794.6406
36.96,Female,103.9,1.89,175.04,168.05,56.93,0.54,476.06,Cardio,29.67589449,1.99,1.02,29.09,2713,366.51,2282.26,0.940817882,0.960066271,73.06674563,395.8308
49.79,Male,51.16,1.69,162.28,155.69,59.83,1.3,1288.17,Strength,23.58249115,1.97,1.01,17.91,1410,357.54,2109.63,0.935675939,0.959391176,39.09519753,929.604
41.07,Male,77.44,1.76,162.24,160.85,70.87,1.27,914.4,Yoga,24.75729011,4,2,25,2099,371.8,2007.01,0.984787129,0.991432446,58.26795454,944.372
48.22,Female,69.27,1.75,160.3,167.07,57.97,1.48,1423.17,Cardio,21.55491982,2.98,2.02,22.62,1736,362.16,2459.31,1.066158507,1.042233313,54.33890704,1071.9936
53.43,Male,44.32,1.65,170.81,129.58,60.97,1.29,1395.52,Strength,19.50849221,4.01,2.02,16.28,1431,329.84,3353.25,0.624635834,0.75862069,35.67383625,850.9872
55.14,Female,62.58,1.7,186.92,120.91,66.95,1.32,872.78,Yoga,23.05753704,2.99,1.02,21.65,1615,333.47,2387.65,0.449779111,0.646854269,48.15059332,880.3608
58.18,Male,109.97,1.75,180.98,168.19,53.89,1.01,665.99,Yoga,34.56757675,2.02,1,35.91,2740,375.2,3209.03,0.899362656,0.929329208,71.95603585,757.904
36.29,Female,121.59,1.93,195.38,132.29,54.09,1.49,1429.21,Cardio,31.66877464,2.96,1.99,32.64,3093,376.18,1652.1,0.553471583,0.677090797,83.08393692,1121.0164
36.99,Male,88.23,1.95,189.08,135.39,65.96,1.58,2259.4,HIIT,23.64754051,4.98,3,23.2,2458,360.6,1726.43,0.563921378,0.716046118,67.36577501,1139.496
48.96,Female,43.71,1.65,189.39,133.62,74.07,1.16,1251.76,Strength,20.77729535,3.99,1.99,16.06,1333,360.11,2122.11,0.516389178,0.705528275,34.6282442,835.4552
34.96,Male,45.5,1.62,195.71,156.84,65.39,0.56,493.25,Cardio,23.4525523,1.97,1.01,17.34,1355,336.91,1376.44,0.701734193,0.801389811,34.82908871,377.3392
31.17,Female,53.79,1.76,171.9,132.23,68.93,1.23,886.34,Yoga,21.19798482,3.99,2.01,17.37,1788,362.65,1376.15,0.614742158,0.769226294,42.38760396,892.119
50.28,Male,67.28,1.75,161.29,119.7,58.85,0.67,441.8,Yoga,24.82129422,2.99,1,21.97,1856,336.11,2037.15,0.594006248,0.742141484,50.58023325,450.3874
50.15,Male,91.36,1.71,172.87,152.88,61.89,1.06,763.84,Yoga,31.88339455,4.01,2.01,31.24,2534,371.54,2054.23,0.819877455,0.884363973,62.23133074,787.6648
53.78,Male,86.66,1.76,189.15,158.35,68.03,1.49,1071.91,Yoga,31.58512791,2.97,1.99,27.98,2275,336.46,2370.81,0.745706737,0.83716627,59.28832815,1002.6508
30.18,Male,52.77,1.74,173.97,149.96,63.81,1.07,1153.67,Strength,22.25189314,3.02,1.98,17.43,1392,333.15,1899.63,0.782044299,0.861987699,41.02767599,712.941
28.85,Female,87.86,1.86,177.09,123.29,71.97,1.52,1579.58,Cardio,26.16406656,4.01,2.99,25.4,2328,362.89,1352.04,0.488203957,0.696199672,64.87225112,1103.1856
19.96,Male,116.6,1.81,196.09,160.96,53.85,1.36,1470.02,Strength,35,2.99,2.01,35.59,2854,230.09,1735.73,0.75302306,0.82084757,75.79,625.8448
39.82,Female,82.21,1.74,166.2,133.16,57.84,0.9,792,Cardio,28.25477759,2.01,1,27.15,2196,364.67,1917.1,0.695090439,0.801203369,58.98174735,656.406
56.94,Female,82.54,1.69,187.66,155.5,62.87,1.15,827.31,Yoga,28.39485852,3.99,1.99,28.9,2241,338.1,2102.69,0.742287042,0.828626239,59.10288378,777.63
57.19,Male,68.46,1.56,168.43,137.73,67.97,1.44,1381.25,Cardio,28.53885013,3.99,1.99,28.13,2136,335.02,1704.79,0.694405734,0.817728433,48.9223032,964.8576
38.86,Female,63.46,1.56,183.27,148.38,66.13,1.22,1207.8,Strength,26.487439,1.99,1,26.08,1542,339.46,1273.49,0.702151272,0.809625143,46.65107121,828.2824
38.44,Female,70.21,1.52,164.26,144.17,66.06,1.19,856.09,Yoga,31.09658197,4,1.99,30.39,1897,369.84,2568.92,0.795417515,0.8776939,48.3770898,880.2192
56.25,Male,89.94,1.61,163.16,168.74,50.93,1.37,1316.3,Cardio,34.65107008,3,2.01,34.7,2615,342.38,2162.73,1.049719326,1.034199559,58.77482757,938.1212
48.01,Female,73.63,1.61,172.37,120.79,63.08,1.37,1315.2,Cardio,30.39787188,3.97,2,28.41,2031,349.06,1698.16,0.528044652,0.700759993,51.24804693,956.4244
42.89,Male,46.6,1.63,175.79,139.23,64.9,1.18,1427.8,HIIT,21.32812984,2.03,1,17.54,1306,347.96,1875.87,0.670303905,0.792024575,36.66109149,821.1856
22.14,Female,49.92,1.59,196.91,138.44,65.89,1.28,1383.55,Strength,22.39249939,2.98,2.01,19.75,1319,328.79,1612.95,0.553732255,0.703062313,38.7416643,841.7024
22.57,Female,81.03,1.85,194.04,150.34,73.89,1.59,1858.87,Strength,22.68758198,3.98,2.99,23.68,2155,353.41,1534.69,0.636287973,0.774788703,62.64625232,1123.8438
49.42,Female,55.32,1.55,175.19,121.75,64.96,1.85,2643.46,HIIT,23.54379054,3.99,2.99,23.03,1773,331.04,1849.63,0.5151955,0.694959758,42.29557507,1224.848
18,Female,65.62,1.55,184.37,161.02,58.72,1.41,1352.47,Cardio,27.46021552,2.99,1.99,27.31,1778,361.47,1909.39,0.814166335,0.873352498,47.60060657,1019.3454
19.8,Female,93.05,1.94,175.81,130.89,71.12,1.13,1492.84,HIIT,23.47788122,2.99,2.01,24.72,2369,351.32,2157.5,0.570923679,0.7444969,71.20383153,793.9832
45.33,Female,113.29,1.71,189.74,128.81,62.88,0.83,730.4,Cardio,35,2.01,1,38.74,3005,372.53,1688.71,0.519706763,0.678876357,73.6385,618.3998
48.81,Male,41.85,1.53,170.96,129.74,69.91,1.1,966.24,Cardio,19.13497179,3.01,1,17.88,1220,342.05,1915.27,0.592083127,0.758890969,33.8420143,752.51
31.17,Female,58.46,1.73,190.85,131.26,69.86,1.17,1263.6,Strength,22.52155062,2.99,2,19.53,1730,367.49,2470.36,0.507479957,0.687765261,45.29390151,859.9266
52.15,Female,58.02,1.56,165.74,151.75,68.08,1.66,2371.97,HIIT,25.64549185,4.02,2.99,23.84,1601,352.68,2366.73,0.856747901,0.915590684,43.14048563,1170.8976
18.82,Male,98.44,1.7,197.02,161.46,73.98,0.83,731.06,Cardio,35,2.02,1.01,34.06,2619,345.73,2003.23,0.710988296,0.81951071,63.986,573.9118
41.96,Female,50.81,1.75,163.09,161.94,50.8,1.29,1704.22,HIIT,20.82919535,3,2.01,16.59,1417,355.06,1880.21,0.989758661,0.992948679,40.22668584,916.0548
55.19,Female,76.15,1.7,173,129.9,57,1.05,1008.84,Cardio,26.21890262,4.03,2.01,26.35,2113,366.14,2466.85,0.628448276,0.750867052,56.18430565,768.894
53.39,Female,82.63,1.61,196.13,123.13,60.42,1.87,1459.72,Yoga,31.3226021,4.99,3.01,31.88,2322,357.11,1375.4,0.462088276,0.627797889,56.74813389,1335.5914
35.93,Female,91.08,1.65,169.15,158,71.17,1.37,1808.4,HIIT,33.79249312,4.03,2,33.45,2541,352.87,1918.7,0.886201266,0.934082176,60.30179727,966.8638
45.05,Male,50.6,1.79,181.72,129.69,58.9,0.74,895.4,HIIT,20.0224071,1.99,1,15.79,1537,341.55,1571.65,0.576371926,0.713680387,40.46866201,505.494
45.6,Male,57.77,1.53,195.74,140,61.95,1.84,2633.22,HIIT,25.46290802,4.03,3.01,24.68,1816,332.88,1561.32,0.583376934,0.715234495,43.06007804,1224.9984
45.81,Female,59.43,1.68,164.95,147.16,62.26,1.17,1545.69,HIIT,26.54623778,3.99,2.01,21.06,1798,349.04,1995.14,0.826760152,0.892149136,43.65357089,816.7536
18,Male,92.99,1.74,194.96,168.14,49.9,1.41,1239.67,Cardio,31.04181668,1.97,1,30.71,2433,347.57,2257.39,0.815110989,0.86243332,64.12421467,980.1474
44.1,Female,42.7,1.78,166.76,158.8,64.02,1.48,1953.6,HIIT,15.9791822,2.99,2,13.48,1083,346.21,1667.63,0.922522873,0.952266731,35.8768892,1024.7816
18.83,Female,49.34,1.69,175.94,146.52,64.01,1.05,924,Cardio,20.10363013,2.99,1,17.28,1529,359.24,1476.21,0.737157152,0.832783904,39.42086889,754.404
50.12,Female,57.61,1.58,198.85,119.85,49.95,1.93,2762.02,HIIT,21.11829392,5,3.01,23.08,1655,356.39,1483.45,0.469442579,0.602715615,45.44375087,1375.6654
38.24,Male,46.95,1.74,197.6,167.51,63.97,1.02,1348.64,HIIT,20.45746831,3.97,2.02,15.51,1414,334.72,1943.16,0.774826012,0.847722672,37.34521863,682.8288
21.96,Female,96.58,1.63,180.24,161.96,61.84,1.35,1779.03,HIIT,35,3.99,1.98,36.35,2677,352.21,2176.2,0.845608108,0.898579672,62.777,950.967
19.82,Female,74.28,1.58,171.79,165.89,61.97,1.04,998.4,Cardio,28.91021057,3,2,29.75,1943,358.18,2041.37,0.946275724,0.965655742,52.80549559,745.0144
40.16,Male,63.78,1.61,185.06,143.07,72.11,1.3,1144,Cardio,28.01162524,2.01,1,24.61,1796,328.86,2058.49,0.628242585,0.773100616,45.91418542,855.036
52.72,Male,56.53,1.79,193.07,141.23,58.93,1.53,1790.1,Strength,18.48025574,5.01,3,17.64,1499,355.91,2836.9,0.613538095,0.731496348,46.08311143,1089.0846
46.41,Female,74.4,1.53,179.08,151.58,66.07,1.3,936.78,Yoga,28.94360415,4,2.01,31.78,2134,223.26,2411.82,0.756658703,0.846437346,52.86595851,580.476
40.02,Male,63.98,2,175.65,160.89,71.06,1.42,1872.84,HIIT,19.08673469,4.03,1.99,16,1850,334.57,1969.47,0.858877522,0.915969257,51.76830714,950.1788
36.22,Male,68.56,1.65,165.28,125.88,64.89,1.23,1081.42,Cardio,27.42829225,3.02,1,25.18,1697,342.25,2054.1,0.607530631,0.761616651,49.75516283,841.935
43.05,Male,66.52,1.83,177.79,135.8,58.88,1.11,799.2,Yoga,23.16878722,3.01,2,19.86,1814,342.14,1835.28,0.646875788,0.763822487,51.10812274,759.5508
25.4,Male,62.45,1.65,173.89,141.76,61.05,1.21,798.6,Yoga,25.90320595,3.03,1,22.94,1810,363.22,2226.8,0.715260546,0.815228018,46.27344789,878.9924
36.79,Female,48.42,1.67,163.69,131.53,73.96,1.4,926.52,Yoga,19.38226293,2.04,1.03,17.36,1250,351.77,2328.89,0.641591441,0.803531065,39.03510829,984.956
50.14,Male,68.01,1.77,171.16,163.82,73.06,1.03,1111.47,Strength,21.56805992,3,1.99,21.71,1834,342.69,2315.94,0.925178389,0.957116149,53.34156245,705.9414
21.94,Female,62.65,1.54,191.13,155.38,52.96,1.02,1099.76,Strength,25.27935298,3.99,1.98,26.42,1667,368.15,2022.68,0.741260766,0.812954534,46.81248536,751.026
33.11,Male,58.69,1.67,174.77,124,54.92,0.9,792,Cardio,24.25591527,2.98,1,21.04,1675,361.39,1959.86,0.576387151,0.709503919,44.45420333,650.502
21.13,Male,86.94,1.86,162.9,129.06,58.05,1.36,1790.71,HIIT,27.58705989,3,1.97,25.13,2109,354.72,1587.43,0.677253219,0.792265193,62.95581014,964.8384
27.2,Female,104,1.68,162.07,135.61,62.05,1.28,1227.78,Cardio,30.99658926,2.98,1.99,36.85,2870,350.51,2434.29,0.735452909,0.836737212,71.76354717,897.3056
